au_id,au_tl,au_ar,au_sh,sh_ar,date,cit,bio,incrp
599,Abū ʿAbd Allāh ʿAbd Allāh b. ʿAbd ar-Raḥmān b. Ṣāliḥ b. Ḥamad b. Muḥammad b. Ḥamad b. Ibrāhīm al-Basām at-Tamīmī,أبو عبد الرحمن عبد الله بن عبد الرحمن بن صالح بن حمد بن محمد بن حمد بن إبراهيم البسام التميمي (ت ١٤٢٣هـ),ʿAbd Allāh al-Bassām,عبد الله البسام,1423,-,-,-
603,Ḍiyā ad-Dīn Abū ʿAbd Allāh Muḥammad b. ʿAbd al-Wāḥid al-Muqaddasī (t. 634 AH),ضياء الدين أبو عبد الله محمد بن عبد الواحد المقدسي (ت ٦٣٤ هـ),Ḍiyāʾ al-Dīn al-Maqdisī,ضياء الدين المقدسي,643,-,-,-
604,"Muḥammad b. Aḥmad b. Muḥammad b. Dāwūd b. Salāmah al-Yazlatīnī, at-Tūnisī al-Qāhiri, al-Mālīkī, al-Wafāʾī, ash-Shādhilī, yuʿraf bi-Ibn Zaghdān (Abū ʿAbd Allāh, Abū al-Mawāhib) (t. 882 AH)","محمد بن أحمد بن محمد بن داود بن سلامة اليزلتيني، التونسي القاهري، المالكي، الوفائي، الشاذلي، ويعرف بابن زغدان (أبو عبد الله، أبو المواهب) (ت ٨٨٢هـ)",al-Shādhilī al-Tūnisī,الشاذلي التونسي,882,-,-,-
605,Muḥammad Ḥayā al-Sindī (t. 1163 AH),محمد حياة السندي (ت ١١٦٣هـ),Muḥammad Ḥayāt al-Sindī,محمد حياة السندي,1163,-,-,-
611,ʿAbd al-Karīm b. Muḥammad al-Lāḥim,عبد الكريم بن محمد اللاحم,ʿAbd al-Karīm al-Lāḥim,عبد الكريم اللاحم,1438,-,-,-
615,Al-Qurafī Shihāb ad-Dīn Abū al-ʿAbbās Aḥmad b. Idrīs al-Miṣrī al-Mālīkī (626 AH),القرافي شهاب الدين أبو العباس أحمد بن إدريس المصري المالكي (٦٢٦,al-Qarāfī,القرافي,684,-,-,-
619,Abū Ḥāmid Muḥammad b. Muḥammad al-Ghazālī aṭ-Ṭūsī (t. 505 AH),أبو حامد محمد بن محمد الغزالي الطوسي (ت ٥٠٥هـ),Abū Ḥāmid al-Ghazālī,أبو حامد الغزالي,505,-,-,-
621,"Ibrāhīm b. ʿAlī b. Aḥmad b. ʿAbd al-Wāḥid ibn ʿAbd al-Munʿim at-Turūsūsī, Najm ad-Dīn al-Ḥanafī (t. 758 AH)","إبراهيم بن علي بن أحمد بن عبد الواحد ابن عبد المنعم الطرسوسي، نجم الدين الحنفي (ت ٧٥٨هـ)",Najm al-Dīn al-Ṭarsūsī,نجم الدين الطرسوسي,758,-,-,-
623,Burhān ad-Dīn Ibrāhīm b. Farḥūn al-Madani al-Mālīkī (t. 799 AH / 1397 AD),برهان الدين إبراهيم بن فرحون المدني المالكي (ت ٧٩٩ هـ / ١٣٩٧ م),"Ibn Farḥūn, Burhān al-Dīn","ابن فرحون، برهان الدين",799,-,-,-
625,Muḥammad b. Aḥmad Miārah al-Mālīkī,محمد بن أحمد ميارة المالكي,Mayyāra,ميارة,1072,-,-,-
627,Abū Isḥāq Ibrāhīm b. ʿAlī ash-Shīrāzī (t. 476 AH),أبو اسحاق إبراهيم بن علي الشيرازي (ت ٤٧٦هـ),Abū Isḥāq al-Shīrāzī,أبو إسحاق الشيرازي,476,-,-,-
629,"ʿAbd al-Ḥamīd b. Hibat Allāh b. Muḥammad b. al-Ḥusayn b. Abū al-Ḥadīd, Abū Ḥāmid, ʿAz ad-Dīn (t. 656 AH)","عبد الحميد بن هبة الله بن محمد بن الحسين بن أبي الحديد، أبو حامد، عز الدين (ت ٦٥٦هـ)",Ibn Abī al-Ḥadīd,ابن أبي الحديد,656,-,-,-
633,Taqī ad-Dīn Muḥammad b. Aḥmad al-Futūḥī al-Ḥanbalī ash-Shahīr bi-Ibn an-Najjār (972 AH),تقي الدين محمد بن أحمد الفتوحي الحنبلي الشهير بابن النجار (٩٧٢ هـ),Ibn al-Najjār al-Futūḥī,ابن النجار الفتوحي,972,-,-,-
638,ʿAbd al-ʿAzīz b. Muḥammad as-Salmān,عبد العزيز بن محمد السلمان,ʿAbd al-ʿAzīz al-Salmān,عبد العزيز السلمان,1422,-,-,-
650,Abū ʿAlī Maskūyah ar-Rāzī (320 AH),أبو علي مسكويه الرازي (٣٢٠,Ibn Miskawayh,ابن مسكويه,421,-,-,-
651,Abū al-Barakāt Badr ad-Dīn Muḥammad b. Muḥammad b. Muḥammad al-Ghazzī raḥimah Allāh (t. 984 AH),أبو البركات بدر الدين محمد بن محمد بن محمد الغزي رحمه الله (ت: ٩٨٤ هـ),Badr al-Dīn al-Ghazzī,بدر الدين الغزي,984,-,-,-
652,"Shihāb ad-Dīn Abū al-ʿAbbās Aḥmad b. Aḥmad b. Muḥammad b. ʿIsā al-Baransī al-Fāsī, al-Maʿrūf bi-Zarūq (t. 899 AH)","شهاب الدين أبو العباس أحمد بن أحمد بن محمد بن عيسى البرنسي الفاسي، المعروف بـ زروق (ت ٨٩٩هـ)",Zarrūq,زروق,899,-,-,-
654,Abū ʿAbd Allāh Muḥammad b. Muḥammad b. Muḥammad al-ʿAbdārī al-Fāsī al-Mālīkī ash-Shahīr bi-Ibn al-Ḥāj (t. 737 AH),أبو عبد الله محمد بن محمد بن محمد العبدري الفاسي المالكي الشهير بابن الحاج (ت ٧٣٧هـ),Ibn al-Ḥājj,ابن الحاج,737,-,-,-
656,Muḥammad b. Aḥmad b. Sālim b. Sulaymān as-Safarīnī al-Ḥanbalī (1114 AH),محمد بن أحمد بن سالم بن سليمان السفاريني الحنبلي (١١١٤,al-Safārīnī,السفاريني,1188,-,-,-
662,Abū al-Faḍl ʿIyāḍ b. Mūsá al-Yaḥṣabī as-Sabatī (t. 544 AH),أبو الفضل عياض بن موسى اليحصبي السبتي (ت: ٥٤٤ هـ),al-Qāḍī ʿIyāḍ,القاضي عياض,544,-,-,-
665,Muḥammad Riḍā (t. 1369 AH),محمد رضا (ت ١٣٦٩هـ),Muḥammad Riḍā,محمد رضا,1369,-,-,-
670,"ʿAlī b. al-Ḥusayn b. Muḥammad b. Aḥmad b. al-Ḥakīm al-Bakharzī, Abū al-Ḥasan (t. 467 AH)","علي بن الحسن بن علي بن أبي الطيب الباخرزي، أبو الحسن (ت ٤٦٧هـ)",al-Bākharzī,الباخرزي,467,-,-,-
672,"Abū al-Ḥasan Ẓuhair ad-Dīn ʿAlī b. Zayd b. Muḥammad b. al-Ḥusayn al-Bayhaqī, ash-Shahīr bi-Ibn Fandamah (t. 565 AH)","أبو الحسن ظهير الدين علي بن زيد بن محمد بن الحسين البيهقي، الشهير بابن فندمه (ت ٥٦٥هـ)","al-Bayhaqī, Ẓahīr al-Dīn","البيهقي، ظهير الدين",565,-,-,-
680,Ṣalāh ad-Dīn Khalīl b. Aybik aṣ-Ṣaffadī (t. 764 AH),صلاح الدين خليل بن أيبك الصفدي (ت ٧٦٤هـ),al-Ṣafadī,الصفدي,764,-,-,-
684,Jamāl ad-Dīn Abū al-Ḥasan ʿAlī b. Yūsuf al-Qafṭī (t. 646 AH),جمال الدين أبو الحسن علي بن يوسف القفطي (ت ٦٤٦هـ),Jamāl al-Dīn al-Qifṭī,جمال الدين القفطي,646,-,-,-
686,Abū Bakr Aḥmad b. Jaʿfar b. Ḥāmidān b. Rūḥ al-Bardījī (t. 301 AH),أبو بكر أحمد بن هارون بن روح البرديجي (ت ٣٠١هـ),al-Bardījī,البرديجي,301,-,-,-
693,"Aḥmad b. ʿAlī b. ʿAbd al-Qādir, Abū al-ʿAbbās al-Ḥusaynī al-ʿAbīdī, Taqī ad-Dīn al-Maqrīzī (t. 845 AH)","أحمد بن علي بن عبد القادر، أبو العباس الحسيني العبيدي، تقي الدين المقريزي (ت ٨٤٥هـ)",al-Maqrīzī,المقريزي,845,-,-,-
694,"ʿAlī b. Ibrāhīm b. Dāwūd b. Salmān b. Sulaymān, Abū al-Ḥasan, ʿAlā ad-Dīn Ibn al-ʿAṭṭār (t. 724 AH)","علي بن إبراهيم بن داود بن سلمان بن سليمان، أبو الحسن، علاء الدين ابن العطار (ت ٧٢٤هـ)",Ibn al-ʿAṭṭār,ابن العطار,724,-,-,-
696,Zayn ad-Dīn Qāsim b. Qaṭlubghā al-Ḥanafī (t. 879 AH),زين الدين قاسم بن قطلوبغا الحنفي (ت ٨٧٩ هـ),Ibn Quṭlūbughā,ابن قطلوبغا,879,-,-,-
697,Abū ʿAbd Allāh Muḥammad b. ʿAbd Allāh b. ʿAbd al-Munʿim al-Ḥamīrī (t. 900 AH),أبو عبد الله محمد بن عبد الله بن عبد المنعم الحِميرى (ت ٩٠٠هـ),"al-Ḥimyarī, Ibn ʿAbd al-Munʿim","الحميري، ابن عبد المنعم",900,-,-,-
698,"Lisān ad-Dīn b. al-Khaṭīb, Muḥammad b. ʿAbd Allāh (t. 776 AH)","لسان الدين بن الخطيب، محمد بن عبد الله (ت ٧٧٦هـ)",Lisān al-Dīn b. al-Khaṭīb,لسان الدين بن الخطيب,776,-,-,-
702,Kamāl ad-Dīn ʿUmar b. Aḥmad b. Hibā Allāh al-ʿAqīlī al-Ḥalabī Ibn al-ʿAdīm (t. 660 AH),كمال الدين عمر بن أحمد بن هبة الله العقيلي الحلبي ابن العديم (ت ٦٦٠),Kamāl al-Dīn b. al-ʿAdīm,كمال الدين ابن العديم,660,-,-,-
703,Abū Yūsuf Yaʿqūb b. Sufyān al-Fasawī (t. 277 AH),أبو يوسف يعقوب بن سفيان الفسوي (ت ٢٧٧ هـ),Yaʿqūb b. Sufyān al-Fasawī,يعقوب بن سفيان الفسوي,277,-,-,-
708,Al-Amīr Saʿd al-Malik Abū Naṣr ʿAlī b. Hibā Allāh b. ʿAlī b. Jaʿfar b. ʿAlkānān al-Maʿkulā bi-Ibn Mākulā (t. 475 AH),الأمير سعد الملك أبو نصر علي بن هبة الله بن علي بن جعفر بن علكان المعروف بابن ماكولا (ت ٤٧٥ هـ),Ibn Mākūlā,ابن ماكولا,475,-,-,-
709,Sirāj ad-Dīn ʿUmar b. ʿAlī b. Aḥmad b. al-Malqan al-Anṣārī al-Andalusī (t. 804 AH),سراج الدين عمر بن علي بن أحمد بن الملقن الأنصاري الأندلسي (ت ٨٠٤ هـ),Ibn al-Mulaqqin,ابن الملقن,804,-,-,-
710,Shihāb ad-Dīn Aḥmad b. Muḥammad al-Maqrī at-Tilmasānī (t. 1041 AH),شهاب الدين أحمد بن محمد المقري التلمساني (ت ١٠٤١هـ),al-Maqqarī al-Tilimsānī,المقري التلمساني,1041,-,-,-
711,Shihāb ad-Dīn Aḥmad b. Muḥammad b. ʿUmar al-Khafājī (t. 1069 AH),شهاب الدين أحمد بن محمد بن عمر الخفاجي (ت ١٠٦٩هـ),al-Shihāb al-Khafājī,الشهاب الخفاجي,1069,-,-,-
712,"Khayr ad-Dīn Mahmūd b. Muḥammad b. ʿAlī b. Fāris, az-Zarkalī ad-Dimashqī (t. 1396 AH)","خير الدين بن محمود بن محمد بن علي بن فارس، الزركلي الدمشقي (ت ١٣٩٦ هـ)",Khayr al-Dīn al-Ziriklī,خير الدين الزركلي,1396,-,-,-
714,Abū ʿAbd Allāh Muḥammad b. Muḥammad b. ʿAbd al-Malik al-Anṣārī al-ʾAwṣī al-Murākshī (t. 703 AH),أبو عبد الله محمد بن محمد بن عبد الملك الأنصاري الأوسي المراكشي (ت ٧٠٣هـ),Ibn ʿAbd al-Malik al-Marrākushī,ابن عبد الملك المراكشي,703,-,-,-
715,Abū al-ʿAbbās Shams ad-Dīn Aḥmad b. Muḥammad b. Ibrāhīm b. Abī Bakr Ibn Khalakān al-Barmaqī al-Irbalī (t. 681 AH),أبو العباس شمس الدين أحمد بن محمد بن إبراهيم بن أبي بكر ابن خلكان البرمكي الإربلي (ت ٦٨١هـ),Ibn Khallikān,ابن خلكان,681,-,-,-
716,ʿUmar b. Ridā b. Muḥammad Rāghib b. ʿAbd al-Ghanī Kaḥālat ad-Dimashq (t. 1408 AH),عمر بن رضا بن محمد راغب بن عبد الغني كحالة الدمشق (ت ١٤٠٨هـ),ʿUmar Riḍā Kaḥḥāla,عمر رضا كحالة,1408,-,-,-
717,"Muḥammad b. Ḥabīb b. Umayyah b. ʿAmr al-Hashamī, bi-al-Walāya, Abū Jaʿfar al-Baghdādī (t. 245 AH)","محمد بن حبيب بن أمية بن عمرو الهاشمي، بالولاء، أبو جعفر البغدادي (ت ٢٤٥هـ)",Muḥammad b. Ḥabīb,محمد بن حبيب,245,-,-,-
722,"Nūr ad-Dīn, ʿAlī b. Muḥammad b. ʿAlī b. ʿAbd ar-Raḥmān ibn ʿIrāq al-Kanānī (t. 963 AH)","نور الدين، علي بن محمد بن علي بن عبد الرحمن ابن عراق الكناني (ت ٩٦٣هـ)",Ibn ʿArrāq,ابن عراق,963,-,-,-
723,Shaykh al-Islām ʿAlī b. ʿAbd al-Kāfī as-Sabkī (muwt. 756 AH) wa waladuh Tāj ʿAbd al-Wahāb b. ʿAlī as-Sabkī (t. 771 AH),شيخ الإسلام علي بن عبد الكافي السبكي (المتوفي: ٧٥٦ هـ) وولده تاج عبد الوهاب بن علي السبكي (ت ٧٧١ هـ),Tāj al-Dīn b. al-Subkī,تاج الدين ابن السبكي,771,-,-,-
724,Ṣalāh ad-Dīn Abū Saʿīd Khalīl b. Kīkaldī b. ʿAbd Allāh ad-Dimashqī al-ʿAlāʾī (t. 761 AH),صلاح الدين أبو سعيد خليل بن كيكلدي بن عبد الله الدمشقي العلائي (ت ٧٦١هـ),Ṣalāḥ al-Dīn al-ʿAlāʾī,صلاح الدين العلائي,761,-,-,-
727,"Ibn Ḥayān al-Qurṭabī, Ḥayān b. Khalaf b. Ḥusayn b. Ibn Ḥayān al-Amwī bi-al-Walāya, Abū Marwān (t. 469 AH)","ابن حيان القرطبي، حيان بن خلف بن حسين بن حيان الأموي بالولاء، أبو مروان (ت ٤٦٩هـ)","al-Qurṭubī, Ibn Ḥayyān","القرطبي، ابن حيان",469,-,-,-
728,"Abū Muḥammad Aḥmad b. Muḥammad, al-Maʿrūf bi-Ibn ʿArabshāh (t. 854 AH)","أبو محمد أحمد بن محمد، المعروف بابن عربشاه (ت ٨٥٤هـ)",Ibn ʿArabshāh,ابن عربشاه,854,-,-,-
731,ʿAbd ar-Raḥmān b. Muḥammad b. Khaldūn (732 AH),عبد الرحمن بن بن خلدون (٧٣٢,Ibn Khaldūn,ابن خلدون,808,-,-,-
732,"ʿAlī b. al-Ḥusayn b. Muḥammad b. Aḥmad b. al-Ḥaytham al-Marawānī al-Amwī al-Qurashī, Abū al-Faraj al-Aṣbahānī (t. 356 AH)","علي بن الحسين بن محمد بن أحمد بن الهيثم المرواني الأموي القرشي، أبو الفرج الأصبهاني (ت ٣٥٦هـ)",Abū al-Faraj al-Iṣbahānī,أبو الفرج الأصبهاني,356,-,-,-
733,"Ibn al-Ḥāʾik, Abū Muḥammad al-Ḥasan b. Aḥmad b. Yaʿqūb b. Yūsuf b. Dāwūd ash-Shahīr bi-al-Hamdānī (t. 334 AH)","ابن الحائك، أبو محمد الحسن بن أحمد بن يعقوب بن يوسف بن داود الشهير بالهمداني (ت ٣٣٤هـ)",al-Hamdānī,الهمداني,334,-,-,-
735,Al-Muṭahhar b. Ṭāhir al-Muqaddasī (muwt. 355 AH),المطهر بن طاهر المقدسي (المتوفى: نحو ٣٥٥ هـ),al-Muṭahhar b. Ṭāhir al-Maqdisī,المطهر بن طاهر المقدسي,355,-,-,-
736,Aḥmad b. Isḥāq (Abū Yaʿqūb) b. Jaʿfar b. Wahb b. Wadāḥ al-Yaʿqūbī (t. after 292 AH),أحمد بن إسحاق (أبي يعقوب) بن جعفر بن وهب بن واضح اليعقوبي (ت بعد ٢٩٢هـ),al-Yaʿqūbī,اليعقوبي,292,-,-,-
737,Muḥammad b. ʿAlī b. Ṭabāṭibā al-Maʿrūf bi-Ibn aṭ-Ṭaqṭaqī (t. 709 AH),محمد بن علي بن طباطبا المعروف بابن الطقطقي (ت ٧٠٩هـ),Ibn al-Ṭiqṭaqā,ابن الطقطقي,709,-,-,-
739,"Ghrīghuriyūs (wasmuhu fī al-wilāda Yūḥannā) b. Ahrūn (aw Hārūn) b. Tūmā al-Maltī, Abū al-Faraj al-Maʿrūf bi-Ibn al-ʿAbrī (t. 685 AH)","غريغوريوس (واسمه في الولادة يوحنا) ابن أهرون (أو هارون) بن توما الملطي، أبو الفرج المعروف بابن العبري (ت ٦٨٥هـ)",Ibn al-ʿIbrī,ابن العبري,685,-,-,-
743,Abū Bakr Muḥammad b. Yaḥyā aṣ-Ṣūlī (t. 335 AH),أبو بكر محمد بن يحى الصولي (ت ٣٣٥هـ),al-Ṣūlī,الصولي,335,-,-,-
747,Kamāl ad-Dīn Abū al-Faḍl ʿAbd ar-Razāq b. Aḥmad al-Maʿrūf bi-Ibn al-Fūṭī ash-Shaybānī (t. 723 AH),كمال الدين أبو الفضل عبد الرزاق بن أحمد المعروف بابن الفوطي الشيباني (ت ٧٢٣ هـ),Ibn al-Fūṭī,ابن الفوطي,723,-,-,-
752,"Aḥmad b. Yaḥyā b. Faḍl Allāh al-Qurashī al-ʿAdawī al-ʿUmari, Shihāb ad-Dīn (t. 749 AH)","أحمد بن يحيى بن فضل الله القرشي العدوي العمري، شهاب الدين (ت ٧٤٩هـ)",Ibn Faḍl Allāh al-ʿUmarī,ابن فضل الله العمري,749,-,-,-
754,Abū al-Qāsim Shihāb ad-Dīn ʿAbd ar-Raḥmān b. Ismāʿīl b. Ibrāhīm al-Muqaddasī ad-Dimashqī al-Maʿrūf bi-Abī Shāmah (t. 665 AH),أبو القاسم شهاب الدين عبد الرحمن بن إسماعيل بن إبراهيم المقدسي الدمشقي المعروف بأبي شامة (ت ٦٦٥هـ),Abū Shāma al-Maqdisī,أبو شامة المقدسي,665,-,-,-
757,"ʿUmar b. Shubba (wasmuhu Zayd) b. ʿUbayda b. Rayṭa an-Namīrī al-Baṣrī, Abū Zayd (t. 262 AH)","عمر بن شبة (واسمه زيد) بن عبيدة بن ريطة النميري البصري، أبو زيد (ت ٢٦٢هـ)",Ibn Shabba,ابن شبة,262,-,-,-
762,Abū al-Qāsim ʿUbayd Allāh b. ʿAbd Allāh al-Maʿrūf bi-Ibn Khardāḏiba (t. 280 AH),أبو القاسم عبيد الله بن عبد الله المعروف بابن خرداذبة (ت نحو ٢٨٠هـ),Ibn Khurradādhbih,ابن خرداذبه,280,-,-,-
763,"Muḥammad b. ʿAbd Allāh b. Muḥammad b. Ibrāhīm al-Lawātī aṭ-Ṭanjī, Abū ʿAbd Allāh, Ibn Baṭūṭa (t. 779 AH)","محمد بن عبد الله بن محمد بن إبراهيم اللواتي الطنجي، أبو عبد الله، ابن بطوطة (ت ٧٧٩هـ)",Ibn Baṭṭūṭa,ابن بطوطة,779,-,-,-
764,"Ibn Jabbīr, Muḥammad b. Aḥmad b. Jabbīr al-Kanānī al-Andalusī, Abū al-Ḥusayn (t. 614 AH)","ابن جبير، محمد بن أحمد بن جبير الكناني الأندلسي، أبو الحسين (ت ٦١٤هـ)",Ibn Jubayr,ابن جبير,614,-,-,-
766,"Muḥammad b. Muḥammad b. ʿAbd Allāh b. Idrīs al-Ḥasnī aṭ-Ṭālbī, al-Maʿrūf bi-sharīf al-Idrīsī (t. 560 AH)","محمد بن محمد بن عبد الله بن إدريس الحسني الطالبي، المعروف بالشريف الادريسي (ت ٥٦٠هـ)",al-Idrīsī,الإدريسي,560,-,-,-
768,Abū ʿAlī Aḥmad b. Muḥammad b. Ibrāhīm al-Marzūqī al-Aṣfahānī (t. 421 AH),أبو على أحمد بن محمد بن الحسن المرزوقي الأصفهاني (ت ٤٢١هـ),al-Marzūqī,المرزوقي,421,-,-,-
772,Aḥmad b. Faḍlān b. al-ʿAbbās b. Rāshid Ibn Hamād (t. after 310 AH),أحمد بن فضلان بن العباس بن راشد ابن حماد (ت بعد ٣١٠هـ),Ibn Faḍlān,ابن فضلان,310,-,-,-
773,Abū ʿUbayd ʿAbd Allāh b. ʿAbd al-ʿAzīz b. Muḥammad al-Bakrī al-Andalusī (t. 487 AH),أبو عبيد عبد الله بن عبد العزيز بن محمد البكري الأندلسي (ت ٤٨٧هـ),Abū ʿUbayd al-Bakrī,أبو عبيد البكري,487,-,-,-
775,"Abū Isḥāq Ibrāhīm b. Muḥammad al-Fārisī al-iṣṭakhārī, al-Maʿrūf bi-al-Karkhī (t. 346 AH)","أبو اسحاق إبراهيم بن محمد الفارسي الاصطخري، المعروف بالكرخي (ت ٣٤٦هـ)",al-Iṣṭakhrī,الإصطخري,346,-,-,-
781,"Ibn ʿAzzārī al-Murākshī, Abū ʿAbd Allāh Muḥammad b. Muḥammad (t. around 695 AH)","ابن عذاري المراكشي، أبو عبد الله محمد بن محمد (ت نحو ٦٩٥هـ)",Ibn ʿIdhārī al-Marrākushī,ابن عذاري المراكشي,695,-,-,-
782,Abū al-Ḥasan ʿAlī b. Bassām ash-Shanṭarīnī (t. 542 AH),أبو الحسن علي بن بسام الشنتريني (ت ٥٤٢هـ),al-Shantarīnī,الشنتريني,542,-,-,-
784,"Abū ʿAlī al-Qālī, Ismāʿīl b. al-Qāsim b. ʿIyḏūn b. Hārūn b. ʿIsā b. Muḥammad b. Salmān (t. 356 AH)","أبو علي القالي، إسماعيل بن القاسم بن عيذون بن هارون بن عيسى بن محمد بن سلمان (ت ٣٥٦هـ)",Abū ʿAlī al-Qālī,أبو علي القالي,356,-,-,-
785,"Abū Ḥayān at-Tawḥīdī, ʿAlī b. Muḥammad b. al-ʿAbbās (t. around 400 AH)","أبو حيان التوحيدي، علي بن محمد بن العباس (ت نحو ٤٠٠هـ)",Abū Ḥayyān al-Tawḥīdī,أبو حيان التوحيدي,400,-,-,-
786,Abū al-Faḍl Aḥmad b. Muḥammad b. Ibrāhīm al-Maydānī an-Nīsābūrī (t. 518 AH),أبو الفضل أحمد بن محمد بن إبراهيم الميداني النيسابوري (ت ٥١٨هـ),"al-Maydānī, Abū al-Faḍl","الميداني، أبو الفضل",518,-,-,-
